chunk_id,document_id,chunk_index,text,text_length_chars,estimated_tokens,source_url,title,category,local_path
chunk_a9c11148f5ea40d70966,doc_3661b5a22a8294fec8bf,1,"giáo dục quốc dân và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập; giá dịch vụ trong lĩnh vực giáo dục, đào tạo.
Nghị định số 81/2021/NĐ-CP ngày 27/08/2021 của Thủ tướng Chính phủ quy định về cơ chế thu, quản lý học phí đối với cơ sở giáo dục thuộc hệ thống giáo dục quốc dân và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập; giá dịch vụ trong lĩnh vực giáo dục, đào tạo
Quy định về học phí các bậc học theo năm học của Hiệu trưởng Trường Đại học Khoa học Tự nhiên.
3. Các Quy định có liên quan về Học bổng
Quy định về học bổng của Đại học Quốc gia Hà Nội
Quy định về học bổng Khuyến khích học tập của Hiệu trưởng Trường Đại học Khoa học Tự nhiên.
4. Các thông báo về chế độ chính sách
Thông báo về công tác học sinh sinh viên học kì 1",752,188,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien/quy-che-quy-dinh,"Quy chế, quy định",program,data\raw\web\2026-05-17\hus.vnu.edu.vn\hoc-sinh-sinh-vien__quy-che-quy-dinh\index.html
chunk_0548935887d7afa649ed,doc_3661b5a22a8294fec8bf,2,"Quy định về học bổng Khuyến khích học tập của Hiệu trưởng Trường Đại học Khoa học Tự nhiên.
4. Các thông báo về chế độ chính sách
Thông báo về công tác học sinh sinh viên học kì 1
Thông báo về công tác học sinh sinh viên học kì 2
II. Các quy chế về đào tạo
Quy chế đào tạo Đại học
Quy chế đào tạo Thạc sĩ
Quy chế đào tạo Tiến sĩ
TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QGHN
Trường ĐHKTN ra đời là sự tiếp nối, kế thừa và phát huy truyền thống hơn 55 của Trường ĐHTH Hà Nội - Trường đại học đầu tiên và lớn nhât của đất nước",526,132,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien/quy-che-quy-dinh,"Quy chế, quy định",program,data\raw\web\2026-05-17\hus.vnu.edu.vn\hoc-sinh-sinh-vien__quy-che-quy-dinh\index.html
chunk_7cfe8f0d0e31e78a76a9,doc_27e30d3d9376b10d2e06,0,"Giới thiệu chung về đào tạo
Trường ĐHKHTN luôn nhất quán với mục tiêu đào tạo trình độ cao và chất lượng cao. Quy mô đào tạo của Trường tăng dần trong các năm trở lại đây ở tất cả các hệ Trung học phổ thông, đại học và sau đại học.
Trường đã tích cực thực hiện chủ trương đổi mới giáo dục đại học của Đảng và Nhà nước. Từ năm 2007, Trường đã triển khai áp dụng các yếu tố tích cực của phương thức đào tạo tín chỉ và đến năm 2010 thì đã triển khai đào tạo theo phương thức tín chỉ toàn phần; thực hiện đổi mới phương pháp giảng dạy và học tập; đổi mới công tác quản lý đào tạo.",576,144,https://hus.vnu.edu.vn/dao-tao/gioi-thieu-chung,Giới thiệu chung,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__gioi-thieu-chung\index.html
chunk_91399e7464a796215353,doc_27e30d3d9376b10d2e06,1,"Từ năm 2007, Trường đã triển khai áp dụng các yếu tố tích cực của phương thức đào tạo tín chỉ và đến năm 2010 thì đã triển khai đào tạo theo phương thức tín chỉ toàn phần; thực hiện đổi mới phương pháp giảng dạy và học tập; đổi mới công tác quản lý đào tạo. Năm 2023, Nhà trường đã thực hiện điều chỉnh toàn bộ 110 chương trình đào tạo (CTĐT) ở bậc đại học và sau đại học để phù hợp với các quy định, quy chế hiện hành của Bộ Giáo dục và Đào tạo, Đại học Quốc gia Hà Nội cũng như để phù hợp với yêu cầu kiểm định chất lượng giáo dục. Hiện tại, Trường có 41 CTĐT bậc đại học, 29 CTĐT thạc sĩ và 40 CTĐT tiến sĩ",609,152,https://hus.vnu.edu.vn/dao-tao/gioi-thieu-chung,Giới thiệu chung,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__gioi-thieu-chung\index.html
chunk_b61519e8c20246d328a4,doc_27e30d3d9376b10d2e06,2,"hợp với yêu cầu kiểm định chất lượng giáo dục. Hiện tại, Trường có 41 CTĐT bậc đại học, 29 CTĐT thạc sĩ và 40 CTĐT tiến sĩ
Trường đang áp dụng tốt việc ứng dụng công nghệ thông tin trong công tác đào tạo. Cổng thông tin đào tạo ngày càng phục vụ tốt hơn công tác giảng dạy và học tập. Mỗi sinh viên đều được cấp tài khoản để truy cập thông tin có liên quan đến công tác đào tạo của Trường. Việc tổ chức thi cuối kì được tổ chức chung, nghiêm túc, công bằng, khách quan. Công tác lấy phiếu góp ý của học sinh, sinh viên và học viên sau đại học về quá trình giảng dạy đã được thực hiện ở hầu hết các học phần.",607,152,https://hus.vnu.edu.vn/dao-tao/gioi-thieu-chung,Giới thiệu chung,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__gioi-thieu-chung\index.html
chunk_a4e8616ee67fdad9148f,doc_27e30d3d9376b10d2e06,3,"Công tác lấy phiếu góp ý của học sinh, sinh viên và học viên sau đại học về quá trình giảng dạy đã được thực hiện ở hầu hết các học phần.
Nhà trường tiếp tục thực hiện nhiệm vụ đào tạo hệ cử nhân khoa học tài năng (CNKHTN). Trong suốt 27 năm đào tạo (từ năm 1997), hệ CNKHTN của Nhà trường đã được ĐHQGHN, Bộ GD&ĐT và các trường đối tác nước ngoài đánh giá cao, góp phần tích cực thực hiện chiến lược phát hiện, bồi dưỡng và đào tạo nhân tài của Đảng đồng thời nâng cao uy tín của Trường ở trong và ngoài nước.
Nhà trường luôn luôn quan tâm đến chất lượng đào tạo sinh viên, giúp họ hình thành một phương pháp học tập độc lập, chủ động và sáng tạo.",648,162,https://hus.vnu.edu.vn/dao-tao/gioi-thieu-chung,Giới thiệu chung,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__gioi-thieu-chung\index.html
chunk_0e2e94d1503be5ba3d37,doc_27e30d3d9376b10d2e06,4,"Nhà trường luôn luôn quan tâm đến chất lượng đào tạo sinh viên, giúp họ hình thành một phương pháp học tập độc lập, chủ động và sáng tạo. Hàng năm, sinh viên của Trường đã tích cực tham gia Olympic sinh viên toàn quốc các môn Toán, Cơ học, Vật lý, Hóa học, Tin học và đã đạt được nhiều giải cao. Hàng năm có nhiều sinh viên được tuyển thẳng học sau đại học.
Hệ THPT chuyên của Trường vẫn giữ được truyền thống về chất lượng đào tạo thông qua kết quả thi tuyển sinh đại học và các kỳ thi Olympic quốc gia, quốc tế. Hệ THPT chuyên của Trường luôn nằm trong top 10 các trường THPT của cả nước có kết quả thi tuyển sinh đại học cao nhất. Hàng năm, Các học sinh của Trường THPT Chuyên Khoa học Tự nhiên đạt được nhiều thành tích đặc biệt xuất sắc trong các cuộc thi cấp quốc gia và quốc tế.",785,196,https://hus.vnu.edu.vn/dao-tao/gioi-thieu-chung,Giới thiệu chung,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__gioi-thieu-chung\index.html
chunk_dfec55034bee46c8cc32,doc_27e30d3d9376b10d2e06,5,"Hàng năm, Các học sinh của Trường THPT Chuyên Khoa học Tự nhiên đạt được nhiều thành tích đặc biệt xuất sắc trong các cuộc thi cấp quốc gia và quốc tế.
Về hợp tác quốc tế trong đào tạo, tiếp nối thành công của các đề án 322, 911, và các chương trình liên kết quốc tế giai đoạn trước năm 2020, từ năm 2020, Nhà trường đã triển khai thực hiện chương trình liên kết đào tạo thạc sĩ chuyên ngành “Công nghệ bán dẫn” với Trường Đại học Quốc gia Yang Ming Chiao Tung (NYCU) - trước đây là Trường Đại học Quốc gia Giao thông Đài Loan, Trung Quốc (NCTU) - và do Trường NYCU cấp bằng. Hiện đã có 5 khóa học được tuyển sinh. Các học viên tốt nghiệp chương trình này có điều kiện học tiếp bậc tiến sĩ tại các trường đại học hàng đầu thế giới về công nghệ bán dẫn.",752,188,https://hus.vnu.edu.vn/dao-tao/gioi-thieu-chung,Giới thiệu chung,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__gioi-thieu-chung\index.html
chunk_0095b8e4c25036f5c0c2,doc_27e30d3d9376b10d2e06,6,"Các học viên tốt nghiệp chương trình này có điều kiện học tiếp bậc tiến sĩ tại các trường đại học hàng đầu thế giới về công nghệ bán dẫn.
TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QGHN
Trường ĐHKTN ra đời là sự tiếp nối, kế thừa và phát huy truyền thống hơn 55 của Trường ĐHTH Hà Nội - Trường đại học đầu tiên và lớn nhât của đất nước",335,84,https://hus.vnu.edu.vn/dao-tao/gioi-thieu-chung,Giới thiệu chung,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__gioi-thieu-chung\index.html
chunk_cbd329a3bde85c40a8ff,doc_e7c5d0c77cb56de6c755,0,"Hội đồng Khoa học Đào tạo
DANH SÁCH HỘI ĐỒNG KHOA HỌC VÀ ĐÀO TẠO TRƯỜNG ĐHKHTN
NHIỆM KỲ 2020 - 2025
Chức danh trong Hội đồng
Trung tâm Động lực học Thủy khí Môi trường
Trung tâm Nghiên cứu Công nghệ Môi trường và Phát triển bền vững
Viện Nghiên cứu cao cấp về Toán
Phòng Tổ chức cán bộ - Hành chính
GS.TSKH. Nguyễn Hữu Việt Hưng
PGS.TS. Nguyễn Thị Hoàng Liên
Phòng Thanh tra, Pháp chế và Đảm bảo chất lượng
Trường THPT chuyên Khoa học Tự nhiên
Trung tâm Nano và Năng lượng
Trường THPT chuyên Khoa học Tự nhiên
PGS.TS. Nguyễn Thị Hồng Minh
Trung tâm Nano và Năng lượng
Trung tâm Nghiên cứu Công nghệ Môi trường và Phát triển bền vững
PGS.TS. Hoàng Thị Minh Thảo
Phòng Khoa học - Công nghệ
Phòng thí nghiệm trọng điểm Công nghệ phân tích phục vụ kiểm định môi trường và an toàn thực phẩm",785,196,https://hus.vnu.edu.vn/gioi-thieu/can-bo/hoi-dong-khoa-hoc-dao-tao,Hội đồng Khoa học Đào tạo,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\gioi-thieu__can-bo__hoi-dong-khoa-hoc-dao-tao\index.html
chunk_c01b4a1d53537e2d66c8,doc_e7c5d0c77cb56de6c755,1,"Phòng Khoa học - Công nghệ
Phòng thí nghiệm trọng điểm Công nghệ phân tích phục vụ kiểm định môi trường và an toàn thực phẩm
TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QGHN
Trường ĐHKTN ra đời là sự tiếp nối, kế thừa và phát huy truyền thống hơn 55 của Trường ĐHTH Hà Nội - Trường đại học đầu tiên và lớn nhât của đất nước",322,80,https://hus.vnu.edu.vn/gioi-thieu/can-bo/hoi-dong-khoa-hoc-dao-tao,Hội đồng Khoa học Đào tạo,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\gioi-thieu__can-bo__hoi-dong-khoa-hoc-dao-tao\index.html
chunk_47523133b0194aa9b9f4,doc_9ea935dffbbd8ee2c2d6,0,"TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐẠI HỌC QGHN
Trường ĐHKTN ra đời là sự tiếp nối, kế thừa và phát huy truyền thống hơn 55 của Trường ĐHTH Hà Nội - Trường đại học đầu tiên và lớn nhât của đất nước
Ban Giám hiệu Trường Đại học Khoa học Tự nhiên - Đại học Quốc gia Hà Nội.
Nguồn chính thức là hình ảnh BGH.png trên trang Ban Giám Hiệu Trường.
GS.TS. Lê Thanh Sơn - Hiệu trưởng.
PGS.TS. Ngạc An Bang - Phó Hiệu trưởng.
PGS.TS. Trần Quốc Bình - Phó Hiệu trưởng.
PGS.TS. Trần Mạnh Cường - Phó Hiệu trưởng.",501,125,https://hus.vnu.edu.vn/gioi-thieu/co-cau-to-chuc/ban-giam-hieu,Ban Giám Hiệu Trường,leadership,data\raw\web\2026-05-17\hus.vnu.edu.vn\gioi-thieu__co-cau-to-chuc__ban-giam-hieu\index.html
chunk_2565bf5c15984dcd82a6,doc_c678b3b190fc655993fc,0,"Học sinh - Sinh viên
Sứ mạng của Trường Đại học Khoa học Tự nhiên (ĐHKHTN) là xây dựng thành trường đại học nghiên cứu tiên tiến, là trung tâm hàng đầu của Việt Nam về đào tạo, nghiên cứu khoa học, ứng dụng và chuyển giao công nghệ thuộc lĩnh vực khoa học tự nhiên và một số hướng công nghệ mũi nhọn gắn với khoa học cơ bản, góp phần tích cực vào sự nghiệp phát triển kinh tế, xã hội của đất nước. Ngoài việc xây dựng và nâng cao đội ngũ cán bộ giảng dạy, quản lý, các nhà khoa học uy tín, mở rộng hội nhập quốc tế,… công tác học sinh, sinh viên luôn được Nhà trường quan tâm. Nhà trường luôn coi học sinh, sinh viên là những “khách hàng” cần được phục vụ.",656,164,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien,Học sinh - Sinh viên,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\hoc-sinh-sinh-vien\index.html
chunk_8cbe6e6e283ecc062220,doc_c678b3b190fc655993fc,1,"Ngoài việc xây dựng và nâng cao đội ngũ cán bộ giảng dạy, quản lý, các nhà khoa học uy tín, mở rộng hội nhập quốc tế,… công tác học sinh, sinh viên luôn được Nhà trường quan tâm. Nhà trường luôn coi học sinh, sinh viên là những “khách hàng” cần được phục vụ.
Sinh viên luôn được tạo điều kiện tốt nhất trong học tập: từ thông tin về chương trình đào tạo, các môn học, khai thác và sử dụng tài liệu học tập (sách, giáo trình, tạp chí, các dữ liệu online) đến việc tham gia nghiên cứu khoa học dưới sự hướng dẫn, giảng dạy của đội ngũ giáo sư, tiến sĩ, giảng viên uy tín, v.v…",574,144,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien,Học sinh - Sinh viên,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\hoc-sinh-sinh-vien\index.html
chunk_b4d6b9f319a0719188b2,doc_c678b3b190fc655993fc,2,"từ thông tin về chương trình đào tạo, các môn học, khai thác và sử dụng tài liệu học tập (sách, giáo trình, tạp chí, các dữ liệu online) đến việc tham gia nghiên cứu khoa học dưới sự hướng dẫn, giảng dạy của đội ngũ giáo sư, tiến sĩ, giảng viên uy tín, v.v…
Các học sinh, sinh viên thuộc gia đình chính sách như: con liệt sỹ, thương, bệnh binh, chất độc da cam… đều được Nhà trường giải quyết trợ cấp ưu đãi giáo dục theo quy định. Ngoài học bổng khuyến khích học tập theo quy định, sinh viên còn nhận được rất nhiều loại học bổng tài trợ của các tổ chức, cá nhân trong và ngoài nước với tổng số tiền học bổng tài trợ khoảng 4 tỷ đồng/1 năm.
Với thế mạnh về đào tạo và nghiên cứu khoa học cơ bản, Trường ĐHKHTN quan tâm, tạo mọi điều kiện thuận lợi từ phía nhà trườ",765,191,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien,Học sinh - Sinh viên,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\hoc-sinh-sinh-vien\index.html
chunk_30b07b37d3cd2ab604bb,doc_c678b3b190fc655993fc,3,"Với thế mạnh về đào tạo và nghiên cứu khoa học cơ bản, Trường ĐHKHTN quan tâm, tạo mọi điều kiện thuận lợi từ phía nhà trườ
ng để phong trào nghiên cứu khoa học thực sự trở thành hoạt động sâu rộng trong toàn trường, thu hút ngày càng nhiều sinh viên tham gia với quy mô và chất lượng ngày càng cao. Các sinh viên đạt kết quả cao cấp trường sẽ được xét gửi công trình dự thi cấp ĐHQGHN, cấp Bộ Giáo dục và Đào tạo, được cộng điểm vào bảng thành tích học tập cũng như có cơ hội được nhận nhiều suất học bổng từ các tổ chức, doanh nghiệp trong và ngoài nước; có cơ hội được đi du học nước ngoài và có thể được giữ lại trường làm giảng viên sau khi tốt nghiệp.",657,164,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien,Học sinh - Sinh viên,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\hoc-sinh-sinh-vien\index.html
chunk_c6b1d39212e5cc047f1c,doc_c678b3b190fc655993fc,4,"trong và ngoài nước; có cơ hội được đi du học nước ngoài và có thể được giữ lại trường làm giảng viên sau khi tốt nghiệp.
Học sinh, sinh viên Trường ĐHKHTN còn được tham gia, thử sức mình trong mọi lĩnh vực: thể thao, văn hóa, nghệ thuật, xã hội, các hoạt đồng vì cộng đồng, v.v... Các hoạt động phong trào được triển khai thường xuyên suốt năm học như: Các hoạt động chào mừng ngày nhà giáo Việt Nam, cuộc thi Aerobic học sinh, sinh viên “Storm from HUS”, Festival tài năng học sinh, sinh viên, Festival thể thao ....
Hằng năm, học sinh sinh viên được tham gia các hoạt động tình nguyện vì cộng đồng “Sắc xanh tự nhiên”với các hoạt động chính như:",648,162,https://hus.vnu.edu.vn/hoc-sinh-sinh-vien,Học sinh - Sinh viên,lecturer_profile,data\raw\web\2026-05-17\hus.vnu.edu.vn\hoc-sinh-sinh-vien\index.html
